review,actual_stars,predicted_stars,raw_response,valid_json,error
"Nice clean airport with lots of places to shop and lots of food options.  Terminal 4 is nice.

Two things:  

1.  The marathon walk from the Southwest ticket counter to the D gates...good God, they need a tram or moving walkway.

2.  The Security bag screening machines are old and tiny; my bag got stuck; it's NEVER been a problem at any other airport I've been through (SMF, LAS, SNA, ONT, SAN, BUR, SEA, LAX...)

Oh, and if you rent a car, be sure to allow extra time because the shuttle ride to/from the airport itself is at least 10 minutes.  But it's a nice rental car area...",4.0,3.0,"[
  {
    ""review_id"": 4695,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3399,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4081,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9149,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1224,
    ""predicted_stars"": 5
  }
]",True,
"While doing a bicycle ride to the Orange Table, I pointed to a friend that LuLus Cupcakes was accessbile from our bike path. She immediately exclaimed- ""we are SO there tomorrow!""

Today, I get a phone call at 4pm, saying she is picking me up to go get those damn cupcakes. She was serious! Since I had off and she got off early, we were able to visit the holy mecca of cupcake land. She picked me up in what may be one of the most ridiculous blue convertables known to man and we zoomed up to Scottsdale, blasting bad hip hop, psyched about individual iced cakes!

Upon arrival, the space was sparse",4.0,5.0,"[
  {
    ""review_id"": 4695,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3399,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4081,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9149,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1224,
    ""predicted_stars"": 5
  }
]",True,
"The Harkins Camelview 5 gives Arizonans the unique opportunity to see movies that are normally reserved for screens in NY and CA. Without this theater there would be very little chance to see independent or foreign films in Phoenix. I give a lot of credit to Dan Harkins for keeping this theater open. He certainly can't  make much money at this location. It's financially  impractical to keep such a small theater operating on such prime real estate. This just shows Dan Harkin's commitment to sharing great films with the people of AZ. 

Thanks Dan!",5.0,5.0,"[
  {
    ""review_id"": 4695,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3399,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4081,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9149,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1224,
    ""predicted_stars"": 5
  }
]",True,
"El Taco de Chandler exceeded my expectations.  I've driven past it almost every day for a year.  My curiosity finally got to me, so my boyfriend and I went in to try the food.  We waited quite a few minutes (easily 10 to 15) for our order, which is a good sign for fresh preparations.  The joint is hooked up with a juke box, pool table, dining area with tables and chairs, and two benches near the register, for those waiting to take their food home.  There were special desserts in a glass display cabinet, including coconut clusters and sweets I've seen in Mexico.  The assortment of beverages is ",4.0,5.0,"[
  {
    ""review_id"": 4695,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3399,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4081,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9149,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1224,
    ""predicted_stars"": 5
  }
]",True,
"Drunk people go here. Service is good depending who you get. The Burger according to one Arik B can not taste his burger. When ask the server, how come my friend Arik b can't taste his burger? Why?

You had to be there to laugh. What a fun night!!!!

Don't order the pancakes, they are not very good. The chicken strips were a-ok.",3.0,3.0,"[
  {
    ""review_id"": 6292,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3122,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 510,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 5794,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8181,
    ""predicted_stars"": 5
  }
]",True,
"I finally went here, after reading the reviews and pouting about how busy I was with work and how it is hard to find someone to be my Designated Driver, since Arizona is way more strict than NJ when it comes to people drinking and driving.  

So, I finally arrived at Casey Moore's last night and was impressed.  This is an upgraded Irish pub/bar with a great beer selection, yummy yummy yummy crab cakes, and a cozy atmosphere.  

It was Thursday night in which they have a special on Kiltlifter (sp?) and I was pretty excited.  The music was not that good.  I wish that they would have a DJ there o",4.0,4.0,"[
  {
    ""review_id"": 6292,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3122,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 510,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 5794,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8181,
    ""predicted_stars"": 5
  }
]",True,
"Not the newest or the nicest but, everything you need and usually no wait for machines. The staff is super nice and there are magazines to read while your there. If they could just turn up the AC a little bit and put ESPN on more than two of the TVs.",3.0,3.0,"[
  {
    ""review_id"": 6292,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3122,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 510,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 5794,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8181,
    ""predicted_stars"": 5
  }
]",True,
"wouldnt you agree that a key part of enjoying the dining experience in part depends upon the company you are dining with?!  having said that, the times i have dined at abuelos have been with my fellow co-workers, all female, and yes, we all get along!  needless to say, we had totally fun & memorable experiences, filled with great conversations, great food and good prices.  their corn chips are fresh and lite, their salsa comes in different levels of heat.  i usually request the hot salsa.  i'm partial to their chicken enchilada.  portions are just right, one is plenty for me, usually served wi",4.0,4.0,"[
  {
    ""review_id"": 6292,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3122,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 510,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 5794,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8181,
    ""predicted_stars"": 5
  }
]",True,
"Love Belly Rubz!! At first little Oscar was timid about me dropping him off but when I came to pick him up he didn't want to quit playing! He has really bad separation anxiety and hates kennels, so it is always worrisome when we try a new groomer. He loved playing and came out looking so handsome! We will be returning to Belly Rubz this week for some more play time and grooming!",5.0,5.0,"[
  {
    ""review_id"": 6292,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3122,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 510,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 5794,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8181,
    ""predicted_stars"": 5
  }
]",True,
"This place is fantastic. Great food, superior service, gorgeous decor... I had a Breakfast Casserole and a generous side of Cheesy Grits. My girlfriend had the Blue Plate Special which was a frittata. 
The Breakfast Casserole is a medley of sausage, roasted vegetables, and potatoes with cheese, topped with a poached egg. There were no overwhelmingly strong or weak flavors, and I didn't see any extra oil in the dish. It came with a side of toast. I chose the marble rye and was disappointed only to see that the butter it came with was a hard stick. The grits were definetly made with milk and but",5.0,5.0,"[
  {
    ""review_id"": 9417,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 96,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 6681,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 1512,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8791,
    ""predicted_stars"": 4
  }
]",True,
"Had dinner and brunch, not on the same day...the dinner was good, although I thought the mandala masala could have used more flavor.  Brunch was great, tried 2 different tofu scrambles and both were very good.  Service is...let's say uninterested -- it's hard to be burdened with angst and chipper.",4.0,4.0,"[
  {
    ""review_id"": 9417,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 96,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 6681,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 1512,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8791,
    ""predicted_stars"": 4
  }
]",True,
"Rolling Hills is two executive courses, and great for a quick cheap round of golf.  Totally not an out of towner destination course, but a nice little local fave of mine.  The front nine is the old course, and is a bit like mini-golfing, a fun distraction.  You even get to hear the occasional strange animal sound from the zoo hidden behind the trees along a couple holes.  The back nine is a newer build, and is way more challenging and scenic.  Either way they both give a fantastic view of the valley, and it's a great place to play a quick 9 holes after work in just over an hour

Only eaten at ",3.0,4.0,"[
  {
    ""review_id"": 9417,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 96,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 6681,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 1512,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8791,
    ""predicted_stars"": 4
  }
]",True,
"I had my first meal at Miele's last night, and was pleasantly surprised.  I purchased a Groupon to the restaurant a month or so ago, and am glad that I did because otherwise may not have noticed this cute place amongst it's neighbors in the strip mall.

We started with the brochette, and spent the next 10 minutes raving about how amazing it was.  The tomatoes were crisp and fresh, the chopped garlic was very complimentary, and the oil had a fantastic flavor.  Definitely a good choice.  For dinner I had the spaghetti and meatballs and my boy had the chicken toscana.  Both had a very authentic I",4.0,4.0,"[
  {
    ""review_id"": 9417,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 96,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 6681,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 1512,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8791,
    ""predicted_stars"": 4
  }
]",True,
"Sure it's walking distance from my house - so I was hoping I would have a new place for my morning tea.   After finally re-opening after the fire on 16th and Bethany Home, I was excited to check out Luci's.

The design of the the place is fantastic simple, sexy, a little modern and throw in some retro corner grocery feel.  I was greeted with fun, friendly service, and then left with a great pastry and a tasty ice tea for the road.  

They seem to still be working out some kinks since the re-open, but I see it only getting better.  In fact I just got myself excited.  I think I am going to head ",4.0,4.0,"[
  {
    ""review_id"": 9417,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 96,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 6681,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 1512,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8791,
    ""predicted_stars"": 4
  }
]",True,
"Take your money elsewhere, unless you've got kids.  I really try to like this place.  A family member signed me up for the discount card, so I've been going more often, but I just don't love it.  It's simply ok, but the prices are outrageous.  And the sounds and animatronics are a huge distraction from the so-so food.  The cocktails are alright, but, again, the price is not right.  The ony thing fun about the place for an adult is the gift shop and the light-up cocktail glasses (which cost extra.)  I've seen a lot of happy families in here though, so I bet it's better if you have little ones t",1.0,2.0,"[  
   {  
      ""review_id"":119,
      ""predicted_stars"":2
   },
   {  
      ""review_id"":7791,
      ""predicted_stars"":5
   },
   {  
      ""review_id"":6517,
      ""predicted_stars"":3
   },
   {  
      ""review_id"":33,
      ""predicted_stars"":4
   },
   {  
      ""review_id"":7887,
      ""predicted_stars"":2
   }
]",True,
"Yum yum yum! Mexican food has to me my favorite type of food and Arriba is for sure at the top of my list for Mexican restaurants! This is a New Mexican style restaurant with lots of hatch green chilies in their dishes. You can also buy them fresh from here by the pound during the month of August. 

I have eaten here probably 30+ times and they are always consistent. The chips are always fresh and warm  they serve two different salsas as well as bean dip. All three are the bomb! My favorite item on the menu is the whitesands chimichanga. Do not order this though if you can't handle spicy stuff",5.0,5.0,"[  
   {  
      ""review_id"":119,
      ""predicted_stars"":2
   },
   {  
      ""review_id"":7791,
      ""predicted_stars"":5
   },
   {  
      ""review_id"":6517,
      ""predicted_stars"":3
   },
   {  
      ""review_id"":33,
      ""predicted_stars"":4
   },
   {  
      ""review_id"":7887,
      ""predicted_stars"":2
   }
]",True,
"I was here not too long ago.  The place is cute and when you look at the menu, you can't help but be get excited to go there the first time.  But its one of those places that after trying it the first time, you never have the same excitement to eat there and when debating where to have dinner on a given night in the area, Main Ingredient always comes up as your third choice in case the your first two preferences are either closed or packed.  

Meal:  We both had sandwiches and a side of the mac and cheese.  I can't remember what local beers we had, but they were excellent.  They have a terrifi",4.0,3.0,"[  
   {  
      ""review_id"":119,
      ""predicted_stars"":2
   },
   {  
      ""review_id"":7791,
      ""predicted_stars"":5
   },
   {  
      ""review_id"":6517,
      ""predicted_stars"":3
   },
   {  
      ""review_id"":33,
      ""predicted_stars"":4
   },
   {  
      ""review_id"":7887,
      ""predicted_stars"":2
   }
]",True,
I went here again when I got back to Phoenix after being gone for six months. This is one of my mom's favorite places to eat and I can understand why. The ravioli and the miso soup are so delicious! The wine was ok and I would recommend one of their elixirs over an alcohol beverage. Still a pretty delicious place to go in Phoenix.,4.0,4.0,"[  
   {  
      ""review_id"":119,
      ""predicted_stars"":2
   },
   {  
      ""review_id"":7791,
      ""predicted_stars"":5
   },
   {  
      ""review_id"":6517,
      ""predicted_stars"":3
   },
   {  
      ""review_id"":33,
      ""predicted_stars"":4
   },
   {  
      ""review_id"":7887,
      ""predicted_stars"":2
   }
]",True,
This place isn't all that but there food is OK.  There are better Chinese options for the price (try Chinese Cultural Center restaurants).  The restaurant itself is well furnished and clean but I can't get over the fact that people rave about this place.,3.0,2.0,"[  
   {  
      ""review_id"":119,
      ""predicted_stars"":2
   },
   {  
      ""review_id"":7791,
      ""predicted_stars"":5
   },
   {  
      ""review_id"":6517,
      ""predicted_stars"":3
   },
   {  
      ""review_id"":33,
      ""predicted_stars"":4
   },
   {  
      ""review_id"":7887,
      ""predicted_stars"":2
   }
]",True,
"So freaking good.  The drinks are great too.  Ask for ""the icon"" not on menu, but very good!

Love everything I had there!  Service is great and food is absolutely delicious!  Wish I lived closer!",5.0,5.0,"[  
   {  
      ""review_id"": 6830,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 0,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 5421,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 1068,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 1347,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4747,
      ""predicted_stars"": 3
   }
]",True,
,,,"[  
   {  
      ""review_id"": 6830,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 0,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 5421,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 1068,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 1347,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4747,
      ""predicted_stars"": 3
   }
]",False,Invalid or missing review_id
Another excellent find in Scottsdale.  The service is wonderful and the food is extremely flavorful with good size portions.  The sea scallops and herb chicken are highly recommended.,5.0,5.0,"[  
   {  
      ""review_id"": 6830,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 0,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 5421,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 1068,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 1347,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4747,
      ""predicted_stars"": 3
   }
]",True,
"I do enjoy this coffee shop, though admittedly it has largely subscribed to bohemian bloodletting since emerging from the former Willo House. They still present photographs, paintings, sculptures and more throughout the cafe, most, if not all, for sale. The clientele has changed, as has the interior. Regardless, it's still a nice place for coffee. For those who haven't been, it's set in an old house on the southeast corner of 3rd Avenue and McDowell. Personally, one of my favorite activities is to start here for coffee and take a walking tour in the area. It's one of the few neighborhoods in P",4.0,4.0,"[  
   {  
      ""review_id"": 6830,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 0,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 5421,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 1068,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 1347,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4747,
      ""predicted_stars"": 3
   }
]",True,
Thai Basil is just delicious! I love Thai food but i try not t drag the bf along too much since he has not yet found a Thai place that has a dish he really loves but that changes since bringing him here ! WHOOP WHOOP!   Really good and quick service for either eating in or taking to go ( we have done both). He is in love right now with their chow mein and i as always am a big fan of Pad Thai.  their pad Thai is not as spicy as other places i have been which is ok considering i can spice it up myself if necessary. only downfall for me is i am not a fan t all of their sweet and sour pork which i,4.0,5.0,"[  
   {  
      ""review_id"": 6830,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 0,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 5421,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 1068,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 1347,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4747,
      ""predicted_stars"": 3
   }
]",True,
"My sis recommend this place for our weekly dinner. We shared on of the large appetizer platters (hummus, baba ganoush, tabouli and dolmades and two pitas). Very good and perfect for a light dinner. I would have to say the best thing was the fresh lemonade...wow! If you like tart you'll love this. 

I thought overall the service was great. Not only was our waitress extremely attentive but the manager stopped by to make sure we were enjoying our food

I give The Flaming Kabob 3 stars!",3.0,3.0,"[  
   {  
      ""review_id"": 6830,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 0,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 5421,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 1068,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 1347,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4747,
      ""predicted_stars"": 3
   }
]",True,
"Never been in - but I get pizza delivered from them now and then. I am a New Yorker and to call me a pizza snob probably doesn't go far enough.

The crust is crispy, thin, and foldable, the outside edges, crispy and bubbly. Great mozzarella. I have never been disappointed by a topping. A little greasy, as it should be; it reminds me of NY pizza, and that's a big compliment coming from me.

We don't have a Ray's in Central Phoenix... but we do have Mamma Mia's. 

Yo! Tony! You make a good pizza.",4.0,5.0,"[
  {
    ""review_id"": 6005,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3817,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8446,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5269,
    ""predicted_stars"": 3
  }
]",True,
"I am not usually a fan of botanical gardens. They seem too precious, too ""perfect"" to be of much interest. And, let's face it, flowers and plants are beautiful things, but when you pay to look at them in neat rows, something is lost.

That said, Desert Botanical Gardens is an exception to this garden cynic. Many of these cacti look like they are from another planet, like something you would see in a sci-fi film and say, ""wow, it's too bad those crazy plants don't exist."" They sprawl out on the ground, weaving and turning every which way, or compose huge bizarre formations high off the ground. ",5.0,5.0,"[
  {
    ""review_id"": 6005,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3817,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8446,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5269,
    ""predicted_stars"": 3
  }
]",True,
"Thanks fellow yelpers for brining us to Four Peaks!  My husband and I were stuck in Phoenix for the night and needed a place for dinner.  Ironically we ended up at Four Peaks (a Vikings bar) on our way back home to Minnesota.  

My husband loves beer (brews a ton of his own) and especially enjoyed the beer sampler. Trying 10 beers for around $9, yes please!  I don't really love beer so I had a cider and it was exactly what I needed.  For dinner I had the turkey burger with fries.  The turkey burger was standard but the fries were awesome.  I think it was the beer batter.  My husband go the car",5.0,5.0,"[
  {
    ""review_id"": 6005,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3817,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8446,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5269,
    ""predicted_stars"": 3
  }
]",True,
"We went over for dinner- had the spring rolls, chicken curry, and lemongrass chicken. The spring rolls and lemongrass chicken were about a 3 star, but the chicken curry was really good and made up for the others. We also had the coconut water, which was fresh. Prices were reasonable we paid around $30.",4.0,4.0,"[
  {
    ""review_id"": 6005,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3817,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8446,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5269,
    ""predicted_stars"": 3
  }
]",True,
"I've been here a few times now and I would say it is decent, slightly overpriced Mexican food. Their regular dishes are just OK. I have had their tacos and enchiladas and prefer Arriba's (right next door) or Carlos O'briens, just down the street. There is even some mom and pop place by my apartments that equates to the quality and taste. 

What I like about Los Olivos is their Nachos. OMG this thing is huge. Imagine a large pizza in your head and then replace that image with the same size plate of nachos. I am not even kidding. Four or more people could munch on this. They do it exactly how I ",2.0,3.0,"[
  {
    ""review_id"": 6005,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3817,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8446,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5269,
    ""predicted_stars"": 3
  }
]",True,
"01/04/2012

I thank Yelp and ATC for giving me the great opportunity to experience a terrific performance of ""Daddy Long Legs,"" ATC's first musical production, at The Herberger Theater tonight!  The two-actor (Megan McGinnis and Robert Adelman Hancock) musical, plus the invisible, but great assets, the orchestra and sound crew, entertained and amazed me w/ their execution of a well-written body of work.  It had comedy, romance, deception, and sorrow, to name a few... what's not to like?  Truly enjoyed McGinnis' impeccable timing, as well.  It is sad that many people pass up the opportunity to ",5.0,5.0,"[
  {
    ""review_id"": 6897,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 5309,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 31,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 5674,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 4386,
    ""predicted_stars"": 3
  }
]",True,
"In spite of being on the corner of 44th and Camelback it does a good job of insulating you from the traffic and taking you some place else, in this case our dear Communist neighbors to the South.  I like the sampler because it allows you to enjoy the finest island interpretations of pork, beef, and chicken.  Also, no meal is complete without going bananas for the ....well, tostones.

You gotta hand it to those Castro brothers.  They forcefully preside over a country that has a pretty great national cuisine.  Viva La Revolucion!",4.0,5.0,"[
  {
    ""review_id"": 6897,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 5309,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 31,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 5674,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 4386,
    ""predicted_stars"": 3
  }
]",True,
Disgusting!  Had a Groupon so my daughter and I tried it out.  Very outdated and gaudy 80's style interior made me feel like I was in an episode of Sopranos.  The food itself was pretty bad.  We ordered pretty simple dishes but they just had no flavor at all!  After trying it out I'm positive all the good reviews on here are employees or owners creating them.,1.0,1.0,"[
  {
    ""review_id"": 6897,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 5309,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 31,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 5674,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 4386,
    ""predicted_stars"": 3
  }
]",True,
"I don't often review places on Yelp because of the time commitment and because usually I am just looking for a good bite to eat. This time, though I feel I should if not to balance the ridiculous number of 4 and 5 stars bouncing around for this place.
The food was decent, and the atmosphere OK but seriously, how can this place cost as much as it does ($60+ for two people eating light)?? And how are people fawning all over it? I don't like to complain about a good meal, and indeed this meal was good but I can't seem to justify the cost as compared to most any other place I have tried in Phoenix",2.0,2.0,"[
  {
    ""review_id"": 6897,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 5309,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 31,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 5674,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 4386,
    ""predicted_stars"": 3
  }
]",True,
"Okay, so I like Canteen and all, but dear Lord, let's turn that music down a notch! These guys have a great happy hour, but I realistically wouldn't come here if it weren't for that. I quite enjoy the small bites' baby back ribs - the portions are so small, but since they are half price during happy hour, I get two orders! I'm not a big fan of Tequila, but I know they have a big selection (obviously). I really like the atmosphere here, and the service has always been good. I may or may not come back, but we'll see. Three solid stars from me.",3.0,3.0,"[
  {
    ""review_id"": 6897,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 5309,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 31,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 5674,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 4386,
    ""predicted_stars"": 3
  }
]",True,
"Always reliably good.  Great beer selection as well as fabulous ""bitch fizz"" (ciders, etc.) and cocktails.  Their pizza is outstanding AND they have a healthy menu.  I generally steer clear of chains but this is an exception.",4.0,5.0,"[
  {
    ""review_id"": 29,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4202,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7507,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 735,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2067,
    ""predicted_stars"": 4
  }
]",True,
"This gas station is like the bermuda triangle of gas stations!
I came here w/ a friend on a first friday, she was DD'ing and i was her passenger ""and i ride and i ride i ride through the city's backside.."" until we eventually reached E and desperatly needed petrol. Like a suspicious siren this little green long necked demon sang to us, luring us in w/ his dino siren song. As we pulled in a car was broken down near the entrance and several dudes were milling around the engine, hood propped open, pondering their next move. I grimaced at their misfortune. We filled up, i strolled inside to pay fo",2.0,1.0,"[
  {
    ""review_id"": 29,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4202,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7507,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 735,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2067,
    ""predicted_stars"": 4
  }
]",True,
"The service here was awful, we waited patiently for over 15 minutes for our server to come by our table. Finally a hostess came by and noticed nobody was helping us and got us drinks. Another 15 minutes roll by and finally our server decides to make an appearance saying ""have you guys decided yet on what you want?"", uhh yeah!
Overall, service was poor and food was just okay. Won't be going back.",1.0,1.0,"[
  {
    ""review_id"": 29,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4202,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7507,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 735,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2067,
    ""predicted_stars"": 4
  }
]",True,
"Finally, a pizza place that satisfies the individual pizza taste buds of my family! We ordered the Rocky's Philly Steak Pizza along with a cheese pizza and both were delicious! Everyone left happy.",4.0,5.0,"[
  {
    ""review_id"": 29,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4202,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7507,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 735,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2067,
    ""predicted_stars"": 4
  }
]",True,
"This place is right up my alley.

Smithwick's on tap- check
Awesome fish & chips (award-winning for a good reason)- check
Good pub vibe accompanied by live music- check
A nice soccer following (the unofficial bar for Glasgow Celtic supporters- not my club, but good enough)- check

I'll go with 4 & 1/4 stars.",4.0,4.0,"[
  {
    ""review_id"": 29,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4202,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7507,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 735,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2067,
    ""predicted_stars"": 4
  }
]",True,
